track,a_rank,bench_rank,company,factor,reason,sub_sector,scale_tier,geo
A,335,,Twincity Transportation,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,336,,Baumann & Sons Buses School,driver_market_risk,national_only_no_state_signal,Y,50-250,NY
A,337,,JFK Transportation,driver_market_risk,national_only_no_state_signal,Y,50-250,CA
A,338,,Medride Corp,size_margin_signal,no_verified_fleet,S,50-250,OK
A,338,,Medride Corp,driver_market_risk,national_only_no_state_signal,S,50-250,OK
A,338,,Medride Corp,outsourcing_ev_mandate,no_state_signal,S,50-250,OK
A,339,,Barker Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,340,,Robinson Transport Inc,driver_market_risk,national_only_no_state_signal,Y,250+,IL
A,340,,Robinson Transport Inc,outsourcing_ev_mandate,no_state_signal,Y,250+,IL
A,341,,Andersonville Bus Lines,driver_market_risk,national_only_no_state_signal,Y,<50,TN
A,341,,Andersonville Bus Lines,outsourcing_ev_mandate,no_state_signal,Y,<50,TN
A,342,,Phase II Care Transport,driver_market_risk,national_only_no_state_signal,S,<50,WI
A,342,,Phase II Care Transport,outsourcing_ev_mandate,no_state_signal,S,<50,WI
A,343,,Salden School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,MN
A,343,,Salden School Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,344,,Curtis Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,TN
A,344,,Curtis Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,TN
A,345,,S & C Collins Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,<50,RI
A,345,,S & C Collins Bus Co Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,RI
A,346,,First Class Limosne TRNSP Svc,driver_market_risk,national_only_no_state_signal,S,<50,OK
A,346,,First Class Limosne TRNSP Svc,outsourcing_ev_mandate,no_state_signal,S,<50,OK
A,347,,Martini School Bus Co Drs,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,348,,Shaw School Bus Lines Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,349,,Gallagher Student TRNSPRTN,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,350,,Evans Transportation,driver_market_risk,national_only_no_state_signal,S,<50,CA
A,351,,Shaw School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,352,,All County Bus,size_margin_signal,no_verified_fleet,Y,<50,NY
A,352,,All County Bus,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,353,,Surburban Bus Transportation,size_margin_signal,no_verified_fleet,Y,<50,NY
A,353,,Surburban Bus Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,354,,E-Z Bus Inc,size_margin_signal,no_verified_fleet,Y,<50,FL
A,354,,E-Z Bus Inc,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,355,,Coky Transportation Inc,size_margin_signal,no_verified_fleet,Y,<50,NY
A,355,,Coky Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,356,,School Bus Drivers Inc,size_margin_signal,no_verified_fleet,Y,<50,PA
A,356,,School Bus Drivers Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,357,,Tla School Bus Co Inc,size_margin_signal,no_verified_fleet,Y,<50,NY
A,357,,Tla School Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,358,,Northstar Bus,size_margin_signal,no_verified_fleet,Y,<50,NY
A,358,,Northstar Bus,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,359,,Ribblett School Bus Line,size_margin_signal,no_verified_fleet,Y,<50,PA
A,359,,Ribblett School Bus Line,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,360,,Rains & Martin School Bus Barn,size_margin_signal,no_verified_fleet,Y,<50,MO
A,360,,Rains & Martin School Bus Barn,driver_market_risk,national_only_no_state_signal,Y,<50,MO
A,361,,Glen Rhinard Transportation,size_margin_signal,no_verified_fleet,Y,<50,PA
A,361,,Glen Rhinard Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,362,,Lech Transportation,size_margin_signal,no_verified_fleet,Y,<50,PA
A,362,,Lech Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,363,,Southwinds School Activity Svc,driver_market_risk,national_only_no_state_signal,Y,<50,CA
A,364,,Bus Contractor,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,365,,A Ace Bus Charter Inc,size_margin_signal,no_verified_fleet,Y,<50,MD
A,365,,A Ace Bus Charter Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,365,,A Ace Bus Charter Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,366,,Kids Door To Door,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,367,,Schoolman Transportation Syst,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,368,,Barnesville Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,368,,Barnesville Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,369,,Ashland & Shamokin Auto Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,370,,Longmire Bus Line Inc,driver_market_risk,national_only_no_state_signal,Y,<50,TN
A,370,,Longmire Bus Line Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,TN
A,371,,Lavere Jones School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,371,,Lavere Jones School Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,372,,Hour Transportation,driver_market_risk,national_only_no_state_signal,S,<50,MI
A,372,,Hour Transportation,outsourcing_ev_mandate,no_state_signal,S,<50,MI
A,373,,V Rolling Bus Corp,driver_market_risk,national_only_no_state_signal,Y,250+,NY
A,374,,Carrier Management Corp,size_margin_signal,no_verified_fleet,Y,50-250,PA
A,374,,Carrier Management Corp,driver_market_risk,national_only_no_state_signal,Y,50-250,PA
A,375,,A A Transportation Co Inc,size_margin_signal,no_verified_fleet,S,250+,MA
A,375,,A A Transportation Co Inc,driver_market_risk,national_only_no_state_signal,S,250+,MA
A,375,,A A Transportation Co Inc,outsourcing_ev_mandate,no_state_signal,S,250+,MA
A,376,,Lake Country Industries,driver_market_risk,national_only_no_state_signal,Y,50-250,MN
A,376,,Lake Country Industries,outsourcing_ev_mandate,no_state_signal,Y,50-250,MN
A,377,,Jay Medicar Transportation,driver_market_risk,national_only_no_state_signal,S,50-250,IL
A,377,,Jay Medicar Transportation,outsourcing_ev_mandate,no_state_signal,S,50-250,IL
A,378,,Efficient School TRNSPRTN,size_margin_signal,no_verified_fleet,Y,<50,MN
A,378,,Efficient School TRNSPRTN,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,378,,Efficient School TRNSPRTN,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,379,,Eastern Bus Co,driver_market_risk,national_only_no_state_signal,Y,250+,MA
A,379,,Eastern Bus Co,outsourcing_ev_mandate,no_state_signal,Y,250+,MA
A,380,,Elite School Bus Co LLC,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,380,,Elite School Bus Co LLC,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,381,,E-Fficient School TRNSPRTN LLC,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,381,,E-Fficient School TRNSPRTN LLC,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,382,,Connecticut Handivan Inc,driver_market_risk,national_only_no_state_signal,S,<50,CT
A,382,,Connecticut Handivan Inc,outsourcing_ev_mandate,no_state_signal,S,<50,CT
A,383,,Northern Access Trnsprtn Inc,driver_market_risk,national_only_no_state_signal,S,<50,MN
A,383,,Northern Access Trnsprtn Inc,outsourcing_ev_mandate,no_state_signal,S,<50,MN
A,384,,M & G School Bus,size_margin_signal,no_verified_fleet,Y,<50,NJ
A,384,,M & G School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,384,,M & G School Bus,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,385,,Q Q Bus Line Corp,size_margin_signal,no_verified_fleet,Y,<50,MA
A,385,,Q Q Bus Line Corp,driver_market_risk,national_only_no_state_signal,Y,<50,MA
A,385,,Q Q Bus Line Corp,outsourcing_ev_mandate,no_state_signal,Y,<50,MA
A,386,,Z Transportation,size_margin_signal,no_verified_fleet,Y,<50,MN
A,386,,Z Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,386,,Z Transportation,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,387,,Pride Transportation Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,387,,Pride Transportation Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,388,,Rick Evans Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,<50,CA
A,389,,West Side Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,389,,West Side Transportation,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,390,,Tita School Bus,size_margin_signal,no_verified_fleet,Y,<50,FL
A,390,,Tita School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,391,,A Plus School Bus Trnsprtn,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,392,,Travel By Bus,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,393,,A Plus School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,394,,Boro Transit Inc,driver_market_risk,national_only_no_state_signal,Y,250+,NY
A,395,,A Plus Bus USA Corp,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,396,,M S Bond Busing LLC,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,397,,Maria Gamboa Sch Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,398,,Bolze Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,399,,Mimi's School Bus Svc,size_margin_signal,no_verified_fleet,Y,<50,FL
A,399,,Mimi's School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,400,,Buffalo Transportation Inc,driver_market_risk,national_only_no_state_signal,S,<50,NY
A,401,,Need-A-Lift,driver_market_risk,national_only_no_state_signal,S,<50,IN
A,402,,Montauk Student Transport,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,403,,Larrys Executive Limousine,driver_market_risk,national_only_no_state_signal,S,<50,FL
A,404,,Admiral Limousine Svc,driver_market_risk,national_only_no_state_signal,S,<50,GA
A,405,,B G Transportation,size_margin_signal,no_verified_fleet,Y,<50,NJ
A,405,,B G Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,405,,B G Transportation,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,406,,Superior Bus Svc,size_margin_signal,no_verified_fleet,Y,<50,MI
A,406,,Superior Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MI
A,406,,Superior Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MI
A,407,,Med-Van Transport,size_margin_signal,no_verified_fleet,S,<50,PA
A,407,,Med-Van Transport,driver_market_risk,national_only_no_state_signal,S,<50,PA
A,408,,A & M Transit,size_margin_signal,no_verified_fleet,Y,<50,OH
A,408,,A & M Transit,driver_market_risk,national_only_no_state_signal,Y,<50,OH
A,408,,A & M Transit,outsourcing_ev_mandate,no_state_signal,Y,<50,OH
A,409,,Curl School Bus Svc,size_margin_signal,no_verified_fleet,Y,<50,OR
A,409,,Curl School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,OR
A,409,,Curl School Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,OR
A,410,,Vendetti Bus Co,size_margin_signal,no_verified_fleet,Y,<50,MA
A,410,,Vendetti Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MA
A,410,,Vendetti Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MA
A,411,,H & M Bus Co,size_margin_signal,no_verified_fleet,Y,<50,MD
A,411,,H & M Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,411,,H & M Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,412,,Holston Bus Co Inc,size_margin_signal,no_verified_fleet,Y,<50,TN
A,412,,Holston Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,<50,TN
A,412,,Holston Bus Co Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,TN
A,413,,Time Line Transportation,size_margin_signal,no_verified_fleet,Y,<50,NJ
A,413,,Time Line Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,413,,Time Line Transportation,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,414,,Voges Services Inc,size_margin_signal,no_verified_fleet,Y,<50,IL
A,414,,Voges Services Inc,driver_market_risk,national_only_no_state_signal,Y,<50,IL
A,414,,Voges Services Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,IL
A,415,,Debaere Bus Co,size_margin_signal,no_verified_fleet,Y,<50,MN
A,415,,Debaere Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,415,,Debaere Bus Co,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,416,,Zweigart Bus Svc Inc,size_margin_signal,no_verified_fleet,Y,<50,IL
A,416,,Zweigart Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,IL
A,416,,Zweigart Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,IL
A,417,,A1 School Bus,size_margin_signal,no_verified_fleet,Y,<50,PA
A,417,,A1 School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,418,,Carolina Specialty Transport,driver_market_risk,national_only_no_state_signal,S,<50,NC
A,418,,Carolina Specialty Transport,outsourcing_ev_mandate,no_state_signal,S,<50,NC
A,419,,Global Paratransit,driver_market_risk,national_only_no_state_signal,S,<50,CA
A,420,,Hudson Group LTD,driver_market_risk,national_only_no_state_signal,S,<50,IL
A,420,,Hudson Group LTD,outsourcing_ev_mandate,no_state_signal,S,<50,IL
A,421,,Central Oregon Cabulance,driver_market_risk,national_only_no_state_signal,S,<50,OR
A,421,,Central Oregon Cabulance,outsourcing_ev_mandate,no_state_signal,S,<50,OR
A,422,,Harlow's Bus Svc,size_margin_signal,no_verified_fleet,Y,50-250,MT
A,422,,Harlow's Bus Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,MT
A,422,,Harlow's Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,MT
A,423,,Harlow's School Bus Svc Inc-Mt,size_margin_signal,no_verified_fleet,Y,50-250,MT
A,423,,Harlow's School Bus Svc Inc-Mt,driver_market_risk,national_only_no_state_signal,Y,50-250,MT
A,423,,Harlow's School Bus Svc Inc-Mt,outsourcing_ev_mandate,no_state_signal,Y,50-250,MT
A,424,,America's Best Transportation,driver_market_risk,national_only_no_state_signal,S,<50,OH
A,424,,America's Best Transportation,outsourcing_ev_mandate,no_state_signal,S,<50,OH
A,425,,Taylor Motors Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,KY
A,425,,Taylor Motors Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,KY
A,426,,Jupiter School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,427,,John T Cyr & Sons Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,ME
A,427,,John T Cyr & Sons Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,ME
A,428,,Dietrich & Sons Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,ND
A,428,,Dietrich & Sons Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,ND
A,429,,ACC Midwest Transportation,driver_market_risk,national_only_no_state_signal,S,<50,MN
A,429,,ACC Midwest Transportation,outsourcing_ev_mandate,no_state_signal,S,<50,MN
A,430,,Taty School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,431,,Transportation Solution Svc,size_margin_signal,no_verified_fleet,S,<50,MO
A,431,,Transportation Solution Svc,driver_market_risk,national_only_no_state_signal,S,<50,MO
A,432,,Defea School Bus Garage,driver_market_risk,national_only_no_state_signal,Y,<50,SD
A,432,,Defea School Bus Garage,outsourcing_ev_mandate,no_state_signal,Y,<50,SD
A,433,,Krug's Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,<50,WI
A,433,,Krug's Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,WI
A,434,,Rise To Shine Transportation,driver_market_risk,national_only_no_state_signal,S,<50,NJ
A,434,,Rise To Shine Transportation,outsourcing_ev_mandate,no_state_signal,S,<50,NJ
A,435,,PA Coach Lines,size_margin_signal,no_verified_fleet,Y,<50,PA
A,435,,PA Coach Lines,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,436,,Little Falls Bus Corp,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,437,,Elsa School Bus-Miami,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,438,,Daun School Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,WI
A,438,,Daun School Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,WI
A,439,,Gateway Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,440,,Krystle's Limousine,driver_market_risk,national_only_no_state_signal,S,<50,NJ
A,440,,Krystle's Limousine,outsourcing_ev_mandate,no_state_signal,S,<50,NJ
A,441,,Sheppard Bus,driver_market_risk,national_only_no_state_signal,Y,250+,NJ
A,441,,Sheppard Bus,outsourcing_ev_mandate,no_state_signal,Y,250+,NJ
A,442,,M & J School Bus Co,size_margin_signal,no_verified_fleet,Y,250+,CT
A,442,,M & J School Bus Co,driver_market_risk,national_only_no_state_signal,Y,250+,CT
A,442,,M & J School Bus Co,outsourcing_ev_mandate,no_state_signal,Y,250+,CT
A,443,,M & J Bus Inc,size_margin_signal,no_verified_fleet,Y,250+,CT
A,443,,M & J Bus Inc,driver_market_risk,national_only_no_state_signal,Y,250+,CT
A,443,,M & J Bus Inc,outsourcing_ev_mandate,no_state_signal,Y,250+,CT
A,444,,Harlows School Bus Svc & Sales,size_margin_signal,no_verified_fleet,Y,250+,ID
A,444,,Harlows School Bus Svc & Sales,driver_market_risk,national_only_no_state_signal,Y,250+,ID
A,444,,Harlows School Bus Svc & Sales,outsourcing_ev_mandate,no_state_signal,Y,250+,ID
A,445,,Sheppard Bus Svc,driver_market_risk,national_only_no_state_signal,Y,250+,NJ
A,445,,Sheppard Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,250+,NJ
A,446,,Harlows School Bus,size_margin_signal,no_verified_fleet,Y,250+,WA
A,446,,Harlows School Bus,driver_market_risk,national_only_no_state_signal,Y,250+,WA
A,446,,Harlows School Bus,outsourcing_ev_mandate,no_state_signal,Y,250+,WA
A,447,,G G & C Bus Co,size_margin_signal,no_verified_fleet,Y,<50,PA
A,447,,G G & C Bus Co,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,448,,Hulmes Transportation Svc LTD,size_margin_signal,no_verified_fleet,S,<50,MA
A,448,,Hulmes Transportation Svc LTD,driver_market_risk,national_only_no_state_signal,S,<50,MA
A,448,,Hulmes Transportation Svc LTD,outsourcing_ev_mandate,no_state_signal,S,<50,MA
A,449,,Northwest Transportation,size_margin_signal,no_verified_fleet,S,<50,RI
A,449,,Northwest Transportation,driver_market_risk,national_only_no_state_signal,S,<50,RI
A,449,,Northwest Transportation,outsourcing_ev_mandate,no_state_signal,S,<50,RI
A,450,,New Bus Facility-Maytav Bus Co,size_margin_signal,no_verified_fleet,Y,50-250,NJ
A,450,,New Bus Facility-Maytav Bus Co,driver_market_risk,national_only_no_state_signal,Y,50-250,NJ
A,450,,New Bus Facility-Maytav Bus Co,outsourcing_ev_mandate,no_state_signal,Y,50-250,NJ
A,451,,Evans School Bus Trnsprtn LLC,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,452,,Weikel Busing LLC,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,453,,HT Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,453,,HT Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,454,,North Iowa Bus Co Inc,driver_market_risk,national_only_no_state_signal,Y,<50,IA
A,454,,North Iowa Bus Co Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,IA
A,455,,T G Transportation,size_margin_signal,no_verified_fleet,S,<50,FL
A,455,,T G Transportation,driver_market_risk,national_only_no_state_signal,S,<50,FL
A,456,,Dousman Transport Co,driver_market_risk,national_only_no_state_signal,Y,250+,WI
A,456,,Dousman Transport Co,outsourcing_ev_mandate,no_state_signal,Y,250+,WI
A,457,,Koch Bus Svc,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,457,,Koch Bus Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,458,,Community Bus Svc Corner,driver_market_risk,national_only_no_state_signal,Y,<50,OH
A,458,,Community Bus Svc Corner,outsourcing_ev_mandate,no_state_signal,Y,<50,OH
A,459,,Riley's School Bus LLC,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,459,,Riley's School Bus LLC,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,460,,BJS Transportations,size_margin_signal,no_verified_fleet,Y,<50,IL
A,460,,BJS Transportations,driver_market_risk,national_only_no_state_signal,Y,<50,IL
A,460,,BJS Transportations,outsourcing_ev_mandate,no_state_signal,Y,<50,IL
A,461,,B & B Transportation Inc,size_margin_signal,no_verified_fleet,Y,50-250,CT
A,461,,B & B Transportation Inc,driver_market_risk,national_only_no_state_signal,Y,50-250,CT
A,461,,B & B Transportation Inc,outsourcing_ev_mandate,no_state_signal,Y,50-250,CT
A,462,,William G Becker & Sons Inc,size_margin_signal,no_verified_fleet,Y,<50,NY
A,462,,William G Becker & Sons Inc,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,463,,Managed Medical Transport Inc,driver_market_risk,national_only_no_state_signal,S,<50,GA
A,464,,Centerline Charter Corp,size_margin_signal,no_verified_fleet,Y,<50,MN
A,464,,Centerline Charter Corp,driver_market_risk,national_only_no_state_signal,Y,<50,MN
A,464,,Centerline Charter Corp,outsourcing_ev_mandate,no_state_signal,Y,<50,MN
A,465,,LCP Transportation LLC,driver_market_risk,national_only_no_state_signal,S,<50,IN
A,466,,Advantage Medical Trnsprtn,driver_market_risk,national_only_no_state_signal,S,<50,GA
A,467,,School Bound TRNSPRTN LLC,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,467,,School Bound TRNSPRTN LLC,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,468,,Jay's Bus Svc Inc,driver_market_risk,national_only_no_state_signal,Y,250+,NJ
A,468,,Jay's Bus Svc Inc,outsourcing_ev_mandate,no_state_signal,Y,250+,NJ
A,469,,Miles Away Charter LLC,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,469,,Miles Away Charter LLC,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,470,,Adaptive Enterprise,driver_market_risk,national_only_no_state_signal,S,<50,KY
A,470,,Adaptive Enterprise,outsourcing_ev_mandate,no_state_signal,S,<50,KY
A,471,,Gary Aisquith Bus Lines Inc,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,471,,Gary Aisquith Bus Lines Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,472,,Rides 4 School,size_margin_signal,no_verified_fleet,Y,<50,TX
A,472,,Rides 4 School,driver_market_risk,national_only_no_state_signal,Y,<50,TX
A,472,,Rides 4 School,outsourcing_ev_mandate,no_state_signal,Y,<50,TX
A,473,,Merry-Go-Round Transportation,size_margin_signal,no_verified_fleet,Y,<50,NJ
A,473,,Merry-Go-Round Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,NJ
A,473,,Merry-Go-Round Transportation,outsourcing_ev_mandate,no_state_signal,Y,<50,NJ
A,474,,John R Lepley & Sons,size_margin_signal,no_verified_fleet,Y,<50,PA
A,474,,John R Lepley & Sons,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,475,,DLM School Bus Line Inc,size_margin_signal,no_verified_fleet,Y,<50,IL
A,475,,DLM School Bus Line Inc,driver_market_risk,national_only_no_state_signal,Y,<50,IL
A,475,,DLM School Bus Line Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,IL
A,476,,Cuddle Academy Trnsprtn Svc,size_margin_signal,no_verified_fleet,Y,<50,AL
A,476,,Cuddle Academy Trnsprtn Svc,driver_market_risk,national_only_no_state_signal,Y,<50,AL
A,476,,Cuddle Academy Trnsprtn Svc,outsourcing_ev_mandate,no_state_signal,Y,<50,AL
A,477,,DLM School Bus,size_margin_signal,no_verified_fleet,Y,<50,IL
A,477,,DLM School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,IL
A,477,,DLM School Bus,outsourcing_ev_mandate,no_state_signal,Y,<50,IL
A,478,,Joseph W-Mary C Wood Sch Bus,size_margin_signal,no_verified_fleet,Y,<50,MD
A,478,,Joseph W-Mary C Wood Sch Bus,driver_market_risk,national_only_no_state_signal,Y,<50,MD
A,478,,Joseph W-Mary C Wood Sch Bus,outsourcing_ev_mandate,no_state_signal,Y,<50,MD
A,479,,Bme Transit LLC,size_margin_signal,no_verified_fleet,Y,<50,PA
A,479,,Bme Transit LLC,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,480,,W R Ross School Bus Shop,size_margin_signal,no_verified_fleet,Y,<50,KS
A,480,,W R Ross School Bus Shop,driver_market_risk,national_only_no_state_signal,Y,<50,KS
A,480,,W R Ross School Bus Shop,outsourcing_ev_mandate,no_state_signal,Y,<50,KS
A,481,,B-J School Buses Inc,size_margin_signal,no_verified_fleet,Y,<50,SD
A,481,,B-J School Buses Inc,succession,no_founded_year,Y,<50,SD
A,481,,B-J School Buses Inc,driver_market_risk,national_only_no_state_signal,Y,<50,SD
A,481,,B-J School Buses Inc,outsourcing_ev_mandate,no_state_signal,Y,<50,SD
A,482,,Tania School Bus,size_margin_signal,no_verified_fleet,Y,<50,FL
A,482,,Tania School Bus,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,483,,On The Way Pvt Sch Trnsprtn,size_margin_signal,no_verified_fleet,Y,<50,FL
A,483,,On The Way Pvt Sch Trnsprtn,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,484,,Red Bus Pickup School Trnsprtn,size_margin_signal,no_verified_fleet,Y,<50,FL
A,484,,Red Bus Pickup School Trnsprtn,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,485,,Weston Transportation Svc,size_margin_signal,no_verified_fleet,Y,50-250,WI
A,485,,Weston Transportation Svc,succession,no_founded_year,Y,50-250,WI
A,485,,Weston Transportation Svc,driver_market_risk,national_only_no_state_signal,Y,50-250,WI
A,485,,Weston Transportation Svc,outsourcing_ev_mandate,no_state_signal,Y,50-250,WI
A,486,,Central Bucks Trnsprtn Inc,size_margin_signal,no_verified_fleet,Y,<50,PA
A,486,,Central Bucks Trnsprtn Inc,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,487,,KIK School Bus Svc Corp,size_margin_signal,no_verified_fleet,Y,<50,FL
A,487,,KIK School Bus Svc Corp,driver_market_risk,national_only_no_state_signal,Y,<50,FL
A,488,,B M E Transit,size_margin_signal,no_verified_fleet,Y,<50,PA
A,488,,B M E Transit,driver_market_risk,national_only_no_state_signal,Y,<50,PA
A,489,,Gotham Transportation,size_margin_signal,no_verified_fleet,Y,<50,NY
A,489,,Gotham Transportation,driver_market_risk,national_only_no_state_signal,Y,<50,NY
A,490,,Joiner Enterprises,size_margin_signal,no_verified_fleet,Y,<50,MO
A,490,,Joiner Enterprises,driver_market_risk,national_only_no_state_signal,Y,<50,MO
