a_rank,slug,company,state,hq,fleet_buses,founded,composite,folder,researched,research_date,packet_path,facts_path,draft_path,reviewed,sent,notes
1,0001-fullington-auto-bus-co,Fullington Auto Bus Co,PA,"Hollidaysburg, PA",87,1908,99.0,6_targets/0001-fullington-auto-bus-co,0,,,,,0,0,
2,0002-f-s-transportation,F & S Transportation,PA,"Manchester, PA",136,1975,99.0,6_targets/0002-f-s-transportation,0,,,,,0,0,
3,0003-randall-bus-svc,Randall Bus Svc,FL,"Jacksonville, FL",30,1942,99.0,6_targets/0003-randall-bus-svc,0,,,,,0,0,
4,0004-peter-brega-inc,Peter Brega Inc,NY,"Valley Cottage, NY",85,1938,99.0,6_targets/0004-peter-brega-inc,0,,,,,0,0,
5,0005-leon-george-ii-school-buses,Leon George II School Buses,PA,"Palmerton, PA",26,1948,99.0,6_targets/0005-leon-george-ii-school-buses,0,,,,,0,0,
6,0006-smyth-buss-co,Smyth Buss Co,NY,"New York, NY",102,1973,99.0,6_targets/0006-smyth-buss-co,0,,,,,0,0,
7,0007-academy-business-co-inc,Academy Business Co Inc,NY,"Yonkers, NY",89,1961,99.0,6_targets/0007-academy-business-co-inc,0,,,,,0,0,
8,0008-levy-school-bus-co,Levy School Bus Co,PA,"Lewes, DE",66,1926,99.0,6_targets/0008-levy-school-bus-co,0,,,,,0,0,
9,0009-educational-bus-trnsprtn-inc,Educational Bus Trnsprtn Inc,NY,"Hillburn, NY",133,1962,99.0,6_targets/0009-educational-bus-trnsprtn-inc,0,,,,,0,0,
10,0010-eschbach-bus-svc,Eschbach Bus Svc,PA,"Holtwood, PA",150,1975,99.0,6_targets/0010-eschbach-bus-svc,0,,,,,0,0,
11,0011-george-s-transportation-co,George's Transportation Co,PA,"Lehighton, PA",27,1948,99.0,6_targets/0011-george-s-transportation-co,0,,,,,0,0,
12,0012-nichols-bus,Nichols Bus,PA,"Fleetville, PA",10,1941,99.0,6_targets/0012-nichols-bus,0,,,,,0,0,
13,0013-kip-s-bus-svc,Kip's Bus Svc,PA,"Curwensville, PA",21,1967,99.0,6_targets/0013-kip-s-bus-svc,0,,,,,0,0,
14,0014-campbell-bus-lines,Campbell Bus Lines,PA,"Slippery Rock, PA",25,1970,99.0,6_targets/0014-campbell-bus-lines,0,,,,,0,0,
15,0015-carefor-bus-co,Carefor Bus Co,NY,"Brooklyn, NY",83,1971,99.0,6_targets/0015-carefor-bus-co,0,,,,,0,0,
16,0016-sunrise-busses-inc,Sunrise Busses Inc,NY,"Greenport, NY",20,1937,99.0,6_targets/0016-sunrise-busses-inc,0,,,,,0,0,
17,0017-nelson-garage,Nelson Garage,PA,"Connellsville, PA",12,1951,99.0,6_targets/0017-nelson-garage,0,,,,,0,0,
18,0018-newburgh-beacon-bus-corp,Newburgh Beacon Bus Corp,NY,"New Windsor, NY",10,1934,99.0,6_targets/0018-newburgh-beacon-bus-corp,0,,,,,0,0,
19,0019-p-benowitz,P Benowitz,NY,"Brooklyn, NY",42,1974,99.0,6_targets/0019-p-benowitz,0,,,,,0,0,
20,0020-susquehanna-transit-co,Susquehanna Transit Co,PA,"Blanchard, PA",130,1936,99.0,6_targets/0020-susquehanna-transit-co,0,,,,,0,0,
21,0021-jacoby,Jacoby,PA,"Gettysburg, PA",41,1964,99.0,6_targets/0021-jacoby,0,,,,,0,0,
22,0022-myers-transportation,Myers Transportation,PA,"Swissvale, PA",118,1950,99.0,6_targets/0022-myers-transportation,0,,,,,0,0,
23,0023-durrin-inc,Durrin Inc,NY,"Argyle, NY",13,1980,99.0,6_targets/0023-durrin-inc,0,,,,,0,0,
24,0024-penny-transportation,Penny Transportation,NY,"Brooklyn, NY",42,1974,99.0,6_targets/0024-penny-transportation,0,,,,,0,0,
25,0025-briarcliff-bus-co-inc,Briarcliff Bus Co Inc,NY,"Ossining, NY",44,1972,99.0,6_targets/0025-briarcliff-bus-co-inc,0,,,,,0,0,
26,0026-coulter-bus-svc-inc,Coulter Bus Svc Inc,MO,"Smithville, MO",25,1982,99.0,6_targets/0026-coulter-bus-svc-inc,0,,,,,0,0,
27,0027-hegins-valley-lines,Hegins Valley Lines,PA,"Millersburg, PA",26,1933,99.0,6_targets/0027-hegins-valley-lines,0,,,,,0,0,
28,0028-bowman-brothers-trucking-inc,Bowman Brothers Trucking Inc,PA,"Valley View, PA",25,1921,99.0,6_targets/0028-bowman-brothers-trucking-inc,0,,,,,0,0,
29,0029-bower-bus-co,Bower Bus Co,PA,"Berwick, PA",11,1965,99.0,6_targets/0029-bower-bus-co,0,,,,,0,0,
30,0030-muccio-school-trnsprtn-llc,Muccio School Trnsprtn LLC,PA,"Saint Marys, PA",56,1976,99.0,6_targets/0030-muccio-school-trnsprtn-llc,0,,,,,0,0,
31,0031-leland-f-harris-inc,Leland F Harris Inc,NY,"Lindley, NY",14,1964,99.0,6_targets/0031-leland-f-harris-inc,0,,,,,0,0,
32,0032-fisher-brothers-inc,Fisher Brothers Inc,PA,"Burnham, PA",35,1959,99.0,6_targets/0032-fisher-brothers-inc,0,,,,,0,0,
33,0033-suburban-transportation-inc,Suburban Transportation Inc,NY,"Schenectady, NY",104,1986,97.5,6_targets/0033-suburban-transportation-inc,0,,,,,0,0,
34,0034-medicab-of-rochester,Medicab Of Rochester,NY,"Rochester, NY",31,1975,97.5,6_targets/0034-medicab-of-rochester,0,,,,,0,0,
35,0035-a1-service-inc,A1 Service Inc,PA,"Verona, PA",96,1989,96.0,6_targets/0035-a1-service-inc,0,,,,,0,0,
36,0036-excellent-bus-svc-inc,Excellent Bus Svc Inc,NY,"Monticello, NY",12,1990,96.0,6_targets/0036-excellent-bus-svc-inc,0,,,,,0,0,
37,0037-air-b-school-bus-trnsprtn-inc,Air B School Bus Trnsprtn Inc,FL,"Miami, FL",52,2000,96.0,6_targets/0037-air-b-school-bus-trnsprtn-inc,0,,,,,0,0,
38,0038-h-w-transportation-inc,H & W Transportation Inc,PA,"Stoneboro, PA",16,1995,96.0,6_targets/0038-h-w-transportation-inc,0,,,,,0,0,
39,0039-boyo-transportation-svc-inc,Boyo Transportation SVC Inc,PA,"Ephrata, PA",12,1993,96.0,6_targets/0039-boyo-transportation-svc-inc,0,,,,,0,0,
40,0040-white-transit-school-buses-inc,White Transit School Buses Inc,PA,"Nanticoke, PA",32,1987,96.0,6_targets/0040-white-transit-school-buses-inc,0,,,,,0,0,
41,0041-kauffman-bus-svc-inc,Kauffman Bus Svc Inc,PA,"Mechanicsburg, PA",83,2000,96.0,6_targets/0041-kauffman-bus-svc-inc,0,,,,,0,0,
42,0042-kabata-transportation-inc,Kabata Transportation Inc,PA,"Shickshinny, PA",34,2001,96.0,6_targets/0042-kabata-transportation-inc,0,,,,,0,0,
43,0043-carlos-susana-school-bus,Carlos & Susana School Bus,FL,"Miami, FL",58,1996,96.0,6_targets/0043-carlos-susana-school-bus,0,,,,,0,0,
44,0044-carlos-susana-sch-bus-svc-corp,Carlos-Susana Sch Bus Svc Corp,FL,"Miami, FL",58,2000,96.0,6_targets/0044-carlos-susana-sch-bus-svc-corp,0,,,,,0,0,
45,0045-mystic-school-transportation,Mystic School Transportation,FL,"Orlando, FL",19,1994,96.0,6_targets/0045-mystic-school-transportation,0,,,,,0,0,
46,0046-pace-transportation-inc,Pace Transportation Inc,PA,"Pittston, PA",125,1987,96.0,6_targets/0046-pace-transportation-inc,0,,,,,0,0,
47,0047-pat-zanchelli-inc,Pat Zanchelli Inc,NY,"Germantown, NY",19,1989,96.0,6_targets/0047-pat-zanchelli-inc,0,,,,,0,0,
48,0048-wilson-transport,Wilson Transport,PA,"Mansfield, PA",12,1992,96.0,6_targets/0048-wilson-transport,0,,,,,0,0,
49,0049-rockwood-transportation-inc,Rockwood Transportation Inc,PA,"Meyersdale, PA",47,2001,96.0,6_targets/0049-rockwood-transportation-inc,0,,,,,0,0,
50,0050-jenkins-school-buses,Jenkins School Buses,PA,,13,1997,96.0,6_targets/0050-jenkins-school-buses,0,,,,,0,0,
51,0051-dum-s-bus-svc,Dum's Bus Svc,PA,"Elliottsburg, PA",32,1989,96.0,6_targets/0051-dum-s-bus-svc,0,,,,,0,0,
52,0052-rudroff-bus-co-inc,Rudroff Bus Co Inc,MO,"Linn, MO",36,1999,96.0,6_targets/0052-rudroff-bus-co-inc,0,,,,,0,0,
53,0053-confer-s-transportation,Confer's Transportation,PA,"Port Matilda, PA",44,1992,96.0,6_targets/0053-confer-s-transportation,0,,,,,0,0,
54,0054-dean-transportation,Dean Transportation,MI,"Grand Rapids, MI",87,1950,95.5,6_targets/0054-dean-transportation,0,,,,,0,0,
55,0055-yucaipa-bus-svc,Yucaipa Bus Svc,CA,"Yucaipa, CA",58,1944,95.5,6_targets/0055-yucaipa-bus-svc,0,,,,,0,0,
56,0056-bedford-charter-svc,Bedford Charter Svc,MA,"Bedford, MA",117,1956,94.5,6_targets/0056-bedford-charter-svc,0,,,,,0,0,
57,0057-cloquet-transit-co,Cloquet Transit Co,MN,"Cloquet, MN",30,1952,94.5,6_targets/0057-cloquet-transit-co,0,,,,,0,0,
58,0058-george-dapper-inc,George Dapper Inc,NJ,"Keasbey, NJ",146,1946,94.5,6_targets/0058-george-dapper-inc,0,,,,,0,0,
59,0059-barker-bus-co,Barker Bus Co,NJ,"Bound Brook, NJ",80,1954,94.5,6_targets/0059-barker-bus-co,0,,,,,0,0,
60,0060-lizak-bus-svc-inc,Lizak Bus Svc Inc,MA,"Warren, MA",26,1938,94.5,6_targets/0060-lizak-bus-svc-inc,0,,,,,0,0,
61,0061-raphael-irvin-inc,Raphael Irvin Inc,NJ,"East Brunswick, NJ",130,1919,94.5,6_targets/0061-raphael-irvin-inc,0,,,,,0,0,
62,0062-belair-transport-inc,Belair Transport Inc,NJ,"Orange, NJ",101,1968,94.5,6_targets/0062-belair-transport-inc,0,,,,,0,0,
63,0063-palmer-bus-svc-of-jwp,Palmer Bus Svc Of JWP,MN,"Janesville, MN",21,1977,94.5,6_targets/0063-palmer-bus-svc-of-jwp,0,,,,,0,0,
64,0064-rochester-medical-trnsprtn-inc,Rochester Medical Trnsprtn Inc,NY,"Rochester, NY",32,2001,94.5,6_targets/0064-rochester-medical-trnsprtn-inc,0,,,,,0,0,
65,0065-johannes-bus-svc,Johannes Bus Svc,IL,"Rock Island, IL",123,1962,94.5,6_targets/0065-johannes-bus-svc,0,,,,,0,0,
66,0066-byram-bus-inc,Byram Bus Inc,NJ,"Hopatcong, NJ",32,1964,94.5,6_targets/0066-byram-bus-inc,0,,,,,0,0,
67,0067-palmer-bus-svc-of-maple-river,Palmer Bus Svc Of Maple River,MN,"Mapleton, MN",38,1974,94.5,6_targets/0067-palmer-bus-svc-of-maple-river,0,,,,,0,0,
68,0068-palmer-bus-svc,Palmer Bus Svc,MN,"Austin, MN",65,1974,94.5,6_targets/0068-palmer-bus-svc,0,,,,,0,0,
69,0069-trobec-s-school-bus-svc,Trobec's School Bus Svc,MN,"Saint Stephen, MN",72,1938,94.5,6_targets/0069-trobec-s-school-bus-svc,0,,,,,0,0,
70,0070-salter-s-express-co-inc,Salter's Express Co Inc,CT,"Simsbury, CT",75,1960,94.5,6_targets/0070-salter-s-express-co-inc,0,,,,,0,0,
71,0071-winkle-bus-co,Winkle Bus Co,CT,"West Haven, CT",84,1953,94.5,6_targets/0071-winkle-bus-co,0,,,,,0,0,
72,0072-r-e-wilson-sons-school-bus,R E Wilson & Sons School Bus,MD,"Crownsville, MD",41,1951,94.5,6_targets/0072-r-e-wilson-sons-school-bus,0,,,,,0,0,
73,0073-b-h-goodman-bus-se,B H Goodman Bus SE,TX,"Houston, TX",23,1969,94.5,6_targets/0073-b-h-goodman-bus-se,0,,,,,0,0,
74,0074-johnson-bus-serivce-llc,Johnson Bus Serivce LLC,MD,"Westminster, MD",37,1966,94.5,6_targets/0074-johnson-bus-serivce-llc,0,,,,,0,0,
75,0075-beal-school-bus-co,Beal School Bus Co,NM,"Albuquerque, NM",18,1965,94.5,6_targets/0075-beal-school-bus-co,0,,,,,0,0,
76,0076-wyshinski-bus-svc-inc,Wyshinski Bus Svc Inc,NJ,"Carneys Point, NJ",50,1945,94.5,6_targets/0076-wyshinski-bus-svc-inc,0,,,,,0,0,
77,0077-herrera-school-buses-coaches,Herrera School Buses & Coaches,NM,"Albuquerque, NM",128,1930,94.5,6_targets/0077-herrera-school-buses-coaches,0,,,,,0,0,
78,0078-valcheck-frank-d-inc,Valcheck Frank D Inc,NJ,"Hillsborough, NJ",21,1963,94.5,6_targets/0078-valcheck-frank-d-inc,0,,,,,0,0,
79,0079-mario-s-transportation-inc,Mario's Transportation Inc,NY,"Brooklyn, NY",24,1990,94.5,6_targets/0079-mario-s-transportation-inc,0,,,,,0,0,
80,0080-dakota-bus-svc-inc,Dakota Bus Svc Inc,CO,"Lafayette, CO",54,1957,94.5,6_targets/0080-dakota-bus-svc-inc,0,,,,,0,0,
81,0081-ottawa-bus-svc-inc,Ottawa Bus Svc Inc,KS,"Olathe, KS",20,1974,94.5,6_targets/0081-ottawa-bus-svc-inc,0,,,,,0,0,
82,0082-cottage-hill-co,Cottage Hill Co,IL,"Villa Park, IL",109,1950,94.5,6_targets/0082-cottage-hill-co,0,,,,,0,0,
83,0083-trobecs-bus-svc,Trobecs Bus Svc,MN,"Saint Cloud, MN",27,1938,94.5,6_targets/0083-trobecs-bus-svc,0,,,,,0,0,
84,0084-teton-stage-lines-school-bus,Teton Stage Lines School Bus,ID,"Blackfoot, ID",56,1945,94.5,6_targets/0084-teton-stage-lines-school-bus,0,,,,,0,0,
85,0085-koch-school-bus-svc,Koch School Bus Svc,MN,"Waconia, MN",148,1938,94.5,6_targets/0085-koch-school-bus-svc,0,,,,,0,0,
86,0086-community-bus-svc-inc,Community Bus Svc Inc,OH,"Columbus, OH",20,1933,94.5,6_targets/0086-community-bus-svc-inc,0,,,,,0,0,
87,0087-bh-goodman-bus-svc,BH Goodman Bus Svc,TX,"Houston, TX",23,1969,94.5,6_targets/0087-bh-goodman-bus-svc,0,,,,,0,0,
88,0088-kennedy-bus-svc,Kennedy Bus Svc,MN,"Lake City, MN",13,1968,94.5,6_targets/0088-kennedy-bus-svc,0,,,,,0,0,
89,0089-hopkins-transportation,Hopkins Transportation,RI,"North Scituate, RI",24,1970,94.5,6_targets/0089-hopkins-transportation,0,,,,,0,0,
90,0090-hayden-anderson-transit-system,Hayden Anderson Transit System,IN,"Anderson, IN",51,1992,94.5,6_targets/0090-hayden-anderson-transit-system,0,,,,,0,0,
91,0091-hartnett-transit-svc,Hartnett Transit Svc,NJ,"Lakewood, NJ",93,1985,94.5,6_targets/0091-hartnett-transit-svc,0,,,,,0,0,
92,0092-john-leckie-inc,John Leckie Inc,NJ,"Hackensack, NJ",100,1958,94.5,6_targets/0092-john-leckie-inc,0,,,,,0,0,
93,0093-rustad-school-bus-inc,Rustad School Bus Inc,MN,"Kerkhoven, MN",16,1947,94.5,6_targets/0093-rustad-school-bus-inc,0,,,,,0,0,
94,0094-holiday-express,Holiday Express,NE,"Grand Island, NE",99,1961,94.5,6_targets/0094-holiday-express,0,,,,,0,0,
95,0095-whitcraft-services-inc-mntnc,Whitcraft Services Inc Mntnc,MD,"Parkton, MD",58,1931,94.5,6_targets/0095-whitcraft-services-inc-mntnc,0,,,,,0,0,
96,0096-island-bus-co,Island Bus Co,AK,"Sitka, AK",24,1964,94.5,6_targets/0096-island-bus-co,0,,,,,0,0,
97,0097-johannes-bus-co,Johannes Bus Co,IL,"Galesburg, IL",123,1973,94.5,6_targets/0097-johannes-bus-co,0,,,,,0,0,
98,0098-meghan-smyth,Meghan Smyth,PA,"Plymouth Meeting, PA",13,1982,94.5,6_targets/0098-meghan-smyth,0,,,,,0,0,
99,0099-don-s-bus-svc,Don's Bus Svc,MN,"Albertville, MN",67,1958,94.5,6_targets/0099-don-s-bus-svc,0,,,,,0,0,
100,0100-coughlin-inc,Coughlin Inc,MD,"Gaithersburg, MD",52,1979,94.5,6_targets/0100-coughlin-inc,0,,,,,0,0,
101,0101-rustad-bus-svc,Rustad Bus Svc,MN,"Kerkhoven, MN",16,1947,94.5,6_targets/0101-rustad-bus-svc,0,,,,,0,0,
102,0102-w-w-berry-transportation,W W Berry Transportation,NH,"Lancaster, NH",54,1974,94.5,6_targets/0102-w-w-berry-transportation,0,,,,,0,0,
103,0103-ride-rite-medi-van-inc,Ride-Rite Medi-Van Inc,MA,"Westminster, MA",54,1974,94.5,6_targets/0103-ride-rite-medi-van-inc,0,,,,,0,0,
104,0104-hartnett-transit,Hartnett Transit,NJ,"Lakewood, NJ",93,1985,94.5,6_targets/0104-hartnett-transit,0,,,,,0,0,
105,0105-travelers-transit,Travelers Transit,RI,"Woonsocket, RI",12,1983,94.5,6_targets/0105-travelers-transit,0,,,,,0,0,
106,0106-marshall-bus-co,Marshall Bus Co,MD,"Port Deposit, MD",12,1967,94.5,6_targets/0106-marshall-bus-co,0,,,,,0,0,
107,0107-massini-bus-co-inc,Massini Bus Co Inc,MA,"Sheffield, MA",20,1958,94.5,6_targets/0107-massini-bus-co-inc,0,,,,,0,0,
108,0108-totman-enterprises-inc,Totman Enterprises Inc,MA,"Scituate, MA",28,1965,94.5,6_targets/0108-totman-enterprises-inc,0,,,,,0,0,
109,0109-lanes-bus-svc,Lanes Bus Svc,MD,"Harwood, MD",39,1975,94.5,6_targets/0109-lanes-bus-svc,0,,,,,0,0,
110,0110-stahlke-bus-svc,Stahlke Bus Svc,MN,"Delano, MN",38,1948,94.5,6_targets/0110-stahlke-bus-svc,0,,,,,0,0,
111,0111-bud-s-bus-svc,Bud's Bus Svc,MN,"Worthington, MN",33,1970,94.5,6_targets/0111-bud-s-bus-svc,0,,,,,0,0,
112,0112-h-a-marston-inc,H A Marston Inc,NH,"Pittsfield, NH",20,1981,94.5,6_targets/0112-h-a-marston-inc,0,,,,,0,0,
113,0113-sue-s-bus-svc,Sue's Bus Svc,MN,"Bock, MN",27,1958,94.5,6_targets/0113-sue-s-bus-svc,0,,,,,0,0,
114,0114-kinnicutt-bus-inc,Kinnicutt Bus Inc,NY,"Albany, NY",,1965,94.0,6_targets/0114-kinnicutt-bus-inc,0,,,,,0,0,
115,0115-cozy-van,Cozy Van,IA,"New Hampton, IA",11,1970,93.0,6_targets/0115-cozy-van,0,,,,,0,0,
116,0116-lakes-medi-van,Lakes Medi-Van,MN,"Detroit Lakes, MN",38,1985,93.0,6_targets/0116-lakes-medi-van,0,,,,,0,0,
117,0117-a-para-transit-group,A Para Transit Group,CA,"San Leandro, CA",87,1979,93.0,6_targets/0117-a-para-transit-group,0,,,,,0,0,
118,0118-lincoln-transportation-inc,Lincoln Transportation Inc,NM,"Ruidoso Downs, NM",15,2001,92.5,6_targets/0118-lincoln-transportation-inc,0,,,,,0,0,
119,0119-middledorf-bus-co,Middledorf Bus Co,MD,"Clinton, MD",12,1980,91.8,6_targets/0119-middledorf-bus-co,0,,,,,0,0,
120,0120-chief-school-bus-svc,Chief School Bus Svc,NE,"Omaha, NE",86,1979,91.8,6_targets/0120-chief-school-bus-svc,0,,,,,0,0,
121,0121-consolidated-bus-transit,Consolidated Bus Transit,NY,"Bronx, NY",271,1971,91.5,6_targets/0121-consolidated-bus-transit,0,,,,,0,0,
122,0122-logan-bus-co-inc,Logan Bus Co Inc,NY,"Ozone Park, NY",330,1978,91.5,6_targets/0122-logan-bus-co-inc,0,,,,,0,0,
123,0123-mcllwain-school-bus-line-inc,Mcllwain School Bus Line Inc,PA,"Johnstown, PA",186,1946,91.5,6_targets/0123-mcllwain-school-bus-line-inc,0,,,,,0,0,
124,0124-lincoln-coach-lines,Lincoln Coach Lines,PA,"Hanover, PA",18,1947,91.5,6_targets/0124-lincoln-coach-lines,0,,,,,0,0,
125,0125-fullington,Fullington,PA,"Bellefonte, PA",243,1908,91.5,6_targets/0125-fullington,0,,,,,0,0,
126,0126-independent-coach-corp,Independent Coach Corp,NY,"Hewlett, NY",293,1940,91.5,6_targets/0126-independent-coach-corp,0,,,,,0,0,
127,0127-school-transportation-sltns,School Transportation Sltns,AL,"Birmingham, AL",81,1995,91.5,6_targets/0127-school-transportation-sltns,0,,,,,0,0,
128,0128-a-m-bus-co,A M Bus Co,IL,"Chicago, IL",144,1992,91.5,6_targets/0128-a-m-bus-co,0,,,,,0,0,
129,0129-mcilwain-school-bus-lines-inc,Mcilwain School Bus Lines Inc,PA,"Windber, PA",186,1947,91.5,6_targets/0129-mcilwain-school-bus-lines-inc,0,,,,,0,0,
130,0130-eshelman-transportation-inc,Eshelman Transportation Inc,PA,"Leesport, PA",198,1930,91.5,6_targets/0130-eshelman-transportation-inc,0,,,,,0,0,
131,0131-fallert-school-bus-svc-inc,Fallert School Bus Svc Inc,MO,"Sainte Genevieve, MO",44,1953,91.5,6_targets/0131-fallert-school-bus-svc-inc,0,,,,,0,0,
132,0132-a-j-myers-sons-inc,A J Myers & Sons Inc,PA,"Kittanning, PA",377,1950,91.5,6_targets/0132-a-j-myers-sons-inc,0,,,,,0,0,
133,0133-little-richie-bus-svc-inc,Little Richie Bus Svc Inc,NY,"Bronx, NY",330,1970,91.5,6_targets/0133-little-richie-bus-svc-inc,0,,,,,0,0,
134,0134-mcilwain-school-bus-line,Mcilwain School Bus Line,PA,"Windber, PA",186,1947,91.5,6_targets/0134-mcilwain-school-bus-line,0,,,,,0,0,
135,0135-mbg-enterprises-inc,MBG Enterprises Inc,MD,"Harmans, MD",130,1987,91.5,6_targets/0135-mbg-enterprises-inc,0,,,,,0,0,
136,0136-albert-lea-bus-co-inc,Albert Lea Bus Co Inc,MN,"Albert Lea, MN",71,1991,91.5,6_targets/0136-albert-lea-bus-co-inc,0,,,,,0,0,
137,0137-guardian-school-bus-co,Guardian School Bus Co,MN,"Saint Cloud, MN",21,1988,91.5,6_targets/0137-guardian-school-bus-co,0,,,,,0,0,
138,0138-rocky-top-tours-inc,Rocky Top Tours Inc,TN,"Maryville, TN",37,1995,91.5,6_targets/0138-rocky-top-tours-inc,0,,,,,0,0,
139,0139-fleming-transportation-corp,Fleming Transportation Corp,MD,"Baltimore, MD",15,1992,91.5,6_targets/0139-fleming-transportation-corp,0,,,,,0,0,
140,0140-bowens-bus-svc,Bowens Bus Svc,MD,"Baltimore, MD",84,2001,91.5,6_targets/0140-bowens-bus-svc,0,,,,,0,0,
141,0141-bluff-country-school-bus-svc,Bluff Country School Bus Svc,MN,"Lake City, MN",39,1995,91.5,6_targets/0141-bluff-country-school-bus-svc,0,,,,,0,0,
142,0142-l-s-bus-svc-inc,L & S Bus Svc Inc,MD,"Centreville, MD",16,1996,91.5,6_targets/0142-l-s-bus-svc-inc,0,,,,,0,0,
143,0143-eshelman-school-bus-svc,Eshelman School Bus Svc,PA,"Mohnton, PA",198,1930,91.5,6_targets/0143-eshelman-school-bus-svc,0,,,,,0,0,
144,0144-consolidated-bus-co,Consolidated Bus Co,NY,"Bronx, NY",271,1975,91.5,6_targets/0144-consolidated-bus-co,0,,,,,0,0,
145,0145-marysville-school-bus,Marysville School Bus,MI,"Marysville, MI",17,1989,91.5,6_targets/0145-marysville-school-bus,0,,,,,0,0,
146,0146-bennett-bennett-trnsprtn,Bennett & Bennett Trnsprtn,MN,"Granite Falls, MN",22,1990,91.5,6_targets/0146-bennett-bennett-trnsprtn,0,,,,,0,0,
147,0147-fallert-bus-svc-inc,Fallert Bus Svc Inc,MO,"Perryville, MO",44,1953,91.5,6_targets/0147-fallert-bus-svc-inc,0,,,,,0,0,
148,0148-miller-transportation-bus-svc,Miller Transportation Bus Svc,IN,"Indianapolis, IN",190,1937,91.5,6_targets/0148-miller-transportation-bus-svc,0,,,,,0,0,
149,0149-bluff-country-bus-plainview,Bluff Country Bus-Plainview,MN,"Plainview, MN",39,1995,91.5,6_targets/0149-bluff-country-bus-plainview,0,,,,,0,0,
150,0150-campbell-bus-co-inc,Campbell Bus Co Inc,PA,"Slippery Rock, PA",38,1969,91.5,6_targets/0150-campbell-bus-co-inc,0,,,,,0,0,
151,0151-aksamit-trans-of-browerville,Aksamit Trans Of Browerville,MN,"Browerville, MN",106,2000,91.5,6_targets/0151-aksamit-trans-of-browerville,0,,,,,0,0,
152,0152-brooks-transportation-svc-inc,Brooks Transportation Svc Inc,MD,"Pasadena, MD",28,1991,91.5,6_targets/0152-brooks-transportation-svc-inc,0,,,,,0,0,
153,0153-b-b-busing-just-for-kids,B & B Busing-Just For Kids,KS,"Junction City, KS",22,1988,91.5,6_targets/0153-b-b-busing-just-for-kids,0,,,,,0,0,
154,0154-reid-school-bus-svc-inc,Reid School Bus Svc Inc,MD,"Huntingtown, MD",13,1992,91.5,6_targets/0154-reid-school-bus-svc-inc,0,,,,,0,0,
155,0155-haley-transportation,Haley Transportation,MN,"Saint Charles, MN",12,2000,91.5,6_targets/0155-haley-transportation,0,,,,,0,0,
156,0156-pollard-bus-co,Pollard Bus Co,NM,"Roswell, NM",37,1999,91.5,6_targets/0156-pollard-bus-co,0,,,,,0,0,
157,0157-a-j-myers-sons-bus-co-inc,A J Myers & Sons Bus Co Inc,PA,"Export, PA",377,1950,91.5,6_targets/0157-a-j-myers-sons-bus-co-inc,0,,,,,0,0,
158,0158-lenoir-s-transportation-chrtr,Lenoir's Transportation-Chrtr,NJ,"Bloomingdale, NJ",30,1998,91.5,6_targets/0158-lenoir-s-transportation-chrtr,0,,,,,0,0,
159,0159-n-county-student-trnsprtn,N County Student Trnsprtn,CA,"Oceanside, CA",10,1998,91.5,6_targets/0159-n-county-student-trnsprtn,0,,,,,0,0,
160,0160-school-student-transportation,School Student Transportation,PA,"Lebanon, PA",260,1966,91.5,6_targets/0160-school-student-transportation,0,,,,,0,0,
161,0161-able-bus-inc,Able Bus Inc,NY,"Brooklyn, NY",66,1979,91.5,6_targets/0161-able-bus-inc,0,,,,,0,0,
162,0162-eagle-valley-bus-co,Eagle Valley Bus Co,PA,"Bellefonte, PA",11,1972,91.5,6_targets/0162-eagle-valley-bus-co,0,,,,,0,0,
163,0163-city-wide-bus-co-inc,City Wide Bus Co Inc,MD,"Baltimore, MD",50,1988,91.5,6_targets/0163-city-wide-bus-co-inc,0,,,,,0,0,
164,0164-wills-bus-svc-inc,Wills Bus Svc Inc,NJ,"Lumberton, NJ",29,1998,91.5,6_targets/0164-wills-bus-svc-inc,0,,,,,0,0,
165,0165-stier-bus-co,Stier Bus Co,MN,"Belle Plaine, MN",44,2001,91.5,6_targets/0165-stier-bus-co,0,,,,,0,0,
166,0166-h-h-bus-svc-inc,H H Bus Svc Inc,MD,"Bryans Road, MD",25,1991,91.5,6_targets/0166-h-h-bus-svc-inc,0,,,,,0,0,
167,0167-new-munich-bus-svc-inc,New Munich Bus Svc Inc,MN,"Freeport, MN",14,2001,91.5,6_targets/0167-new-munich-bus-svc-inc,0,,,,,0,0,
168,0168-jefferson-s-bus-svc-inc,Jefferson's Bus Svc Inc,MD,"Lusby, MD",10,1993,91.5,6_targets/0168-jefferson-s-bus-svc-inc,0,,,,,0,0,
169,0169-christianson-bus-co,Christianson Bus Co,MA,"Billerica, MA",26,1999,91.5,6_targets/0169-christianson-bus-co,0,,,,,0,0,
170,0170-kam-enterprises,Kam Enterprises,MD,"Sykesville, MD",13,1999,91.5,6_targets/0170-kam-enterprises,0,,,,,0,0,
171,0171-global-transportation-inc,Global Transportation Inc,NY,"Yonkers, NY",16,2005,91.0,6_targets/0171-global-transportation-inc,0,,,,,0,0,
172,0172-williams-brothers,Williams Brothers,PA,"Townville, PA",17,2003,91.0,6_targets/0172-williams-brothers,0,,,,,0,0,
173,0173-ileana-school-bus,Ileana School Bus,FL,"Miami Gardens, FL",54,2010,91.0,6_targets/0173-ileana-school-bus,0,,,,,0,0,
